NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
312;2026-01-27;SL;EPR/2601/00031;;AEROSOL INSECTICIDE SPRAY CALINGTON;"PODMKSL10250108
1 SHOT --> 370 THB/EA , 
PRESPRAY --> 350 THB/EA , 
INSECTIC --> 360 THB/EA
(Callington (Thailand) Co.,Ltd.)";2025;"FOR SUPPORT FLIGHT
Aerosol insecticide spray for use onboard for flights to China to prevent the importation of other vector-borne diseases.
public health requirement of the World Health Organization (WHO) and the International Civil Aviation Organization (ICAO). The purpose is to prevent the spread of disease-carrying insects from foreign locations.
HKG 7 flight per week / 21 flight per month
- use only HKG 1 can per flight";https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00031;YOHANES;1 vendor : Callington (Thailand) Co.Ltd;"Condition : permintaan 1,560 Units ( 12 Units / Carton ) Total 130 Carton, stock saat ini 936 units, sekali pemakaian langsung habis, merupakan regulasi penerbangan (Wajib), terdapat penurunan harga di semua itemnya

Follow Up :
1. Tetep nego lagi";"1. Sudah dilakukan nego lagi dan 3 item tersebut dapat best price semua

Nama file nego : ""EPR-2601-00031""";;CONFIRMED;
313;2026-01-28;GSE;EPR/2601/00183;;PENGADAAN KARET PENGAMAN TANGGA TEHNIK GSE;BY EXCEL ;;;;RATNASARI;;"Condition : termasuk sparepart fast moving, 156 unit untuk 5 distrik (KNO, UPG, CGK, SUB, HLP), harga terendah dari Rinawa dan lebih murah 10 rb karena beli banyak (dulu 175, sekarang 165)

Follow Up :
1. Nego harga 150ribu/pcs";"1. Sdh dinego kembali, hrg nett tetap 165 rb

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
314;2026-01-28;GSE;EPR/2601/00069;;PENGADAAN BAHAN MATERIAL GSE ALL STATION;BY EXCEL ;;;;RATNASARI;;"Condition : untuk permintaan non-motorized for CGK, quantity permintaan untuk 6 bulan, diganti biasa setelah ga layak pakai

Follow Up :
1. Rekap & nego ke vendor termurah (highlight jika ada harga yang lebih mahal)";"1. Sudah direkap dan ada yang dapat diskon

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
315;2026-01-28;GSE;EPR/2601/00074;;PENGADAAN SPAREPART GSE ALL DISTRIK;BY EXCEL ;;;;RATNASARI;;Condition : permintaan sparepart dari distrik KNO, SUB, UPG, HLP. Permintaan item untuk setiap vehicle, Putra Mandiri teknik itu vendor baru;"Sudah dinego dan dapet diskon 1.988.000

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
316;2026-01-28;GSE;EPR/2601/00104;;PENGADAAN TOOLS GSE;BY EXCEL ;;;;RATNASARI;;"Condition : permintaan station UPG & DPS

Follow Up :
1. Recheck tanggal PO terakhir
2. Check dengan user GSE spec dengan vendor baru";"1. Terakhir pembelian tools 2013-2015
2. Iya sudah, spec dan vendor Kawan Lama untuk kompresor 12 BAR sudah dikonfirm dan sudah sesuai oleh Tim GSE

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
317;2026-01-28;GSE;EPR/2511/00220;;TROMOL RODA DEPAN PATRIA;BY EXCEL ;;;;RATNASARI;;"Condition : keperluan BTT & GPU, untuk UPG, nap roda belum pernah ada pembelian sebelumnya

Follow Up :
1. Cek Pak Rocky, jika sebelumnya belum pernah pembelian dan ga pakai nap roda, berarti sebelumnya pakai apa?
2. Cek harga tromol ke Yorin dan follow up sparepart nap roda (belum ada harganya)";"1. Sebelumnya itu nap roda menyatu dengan wheel hub nya
2. Sudah ada harga Tromol dan vendor pemenang ke Yorin. Sparepart Nap Roda juga sudah ada harganya

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
318;2026-01-28;GSE;EPR/2511/00221;;HYDROLIC PUMP, RODA MATI KARET, ACTUATOR TOWBAR;BY EXCEL ;;;;RATNASARI;;"Condition : vendor Sejahtera sudah diblacklist

Follow Up :
1. Rekap & nego ke vendor termurah (Sejahtera tidak boleh beli part/material
2. Last purchase akan dicek";"1. Sudah ke vendor termurah (Rinawa & Maju Sanjaya) dan dapat nego
2. Terakhir PO 2025

Nama file ""REKAP KOMITE FEB 26""";;CONFIRMED;
319;2026-01-28;GSE - SL;EPR/2512/00054;;TIRES FOR 6 MONTHS JAN-JUN 2026;BY EXCEL ;;;;RATNASARI;;"Condition : 12 item jenis ban dengan berbeda merk, yang akan diganti yang sudah botak saja, 1 item (pushback truck) tidak pernah kita beli jadi cek harga shopee

Follow Up :
1. Recap dan nego (same as previous price)";"1. Sudah dinego

Nama File ""TENDER KOMITE SL 27-28JAN"" & ""COMPARE Summary for final vendor winner - 4 th week of JAN 26""";;CONFIRMED;
320;2026-01-28;GSE - SL;EPR/2512/00053;;FIRE EXTINGUISHERS FOR NEW EQUIPMENT AND FOR REPLACE DAMAGED ;BY EXCEL ;;;;RATNASARI;;"Condition : permintaan APAR untuk 28 kendaraan (detail ada di excel), exp 5 tahun karena pakai atau tidak dipakai harus diganti

Follow Up :
1. Ko David cek regulasinya lagi";"1. Sudah dicek regulasinya oleh Ko David dan diinfokan ke Ibu

Nama File ""TENDER KOMITE SL 27-28JAN"" & ""COMPARE Summary for final vendor winner - 4 th week of JAN 26""

File regulasi : ""pengecekan fire extinguisher SL""";;CONFIRMED;
321;2026-01-28;OD;EPR/2601/00020;;Consumable & Packaging (STRETCH FILM);BY EXCEL / EPROC;BY EXCEL / EPROC;;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00020;DIMAS;8 vendor : Actipack Industry SDN BHD, Aiis Solutions SDN BHD, SG Film SDN BHD, Sky Blue Resources (M) SDN BHD, Tools & Machinery Parts Supplies SDN BHD, Keong Hardware Timber SDN BHD, Papermas Packaging (M) SDN BHD, GT-Max Plastic Industries (M) SDN BHD;"Condition : merupakan barang consumable, for 1 year usage, bikinnya nanti 6 bulan saja

Permintaan :
- Black PE Sheet : 6 rolls (stock saat ini 4 rolls)
- Bubble Wrap Roll : 24 rolls (stock saat ini 3 rolls)
- Stretch Film Transparant : 6.480 rolls (1 box = 6 rolls) (stock saat ini 210 rolls for all dept)
- Stretch Film Black : 300 rolls (1 box = 6 rolls)

Follow Up :
1. Rekap untuk hanya 6 bulan
2. Highlight untuk harga yang lebih mahal di grup";"1. Sudah ada rekap per 6 bulannya di file ""CONSUMABLE OD 6 MONTH PERIODE 1"" dengan compare vendor juga
2. Sudah dihighlight harga termurahnya";;CONFIRMED;
322;2026-01-28;OD;EPR/2512/00030;;MALE CSO (222 PCS) AND CREW BELT (670 PCS);NEW REQUEST;NEW REQUEST;"CSO & CREW BLACK BELT, 1 INCH WIDTH AND METAL BUCKLE, NEW ITEM FOR CUSTOMER SERVICE STAFF AS PART OF THE NEW UNIFORM

REPLACEMENT FOR THE EXISTING BELT FOR MORE EXCLUSIVE LOOK

HENDAK STANDARIZE, JIKA TIDAK MEREKA TIDAK PAKAI BELT DAN NANTI BEDA-BEDA";https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2512/00030;FENNY;3 vendor : Dongguan Ruida Luggage SDN BHD, Gaya S Uomo, Lea Kraft Industries SDN BHD;"Condition : permintaan uniform & attributes baru sesuai instruksi Datuk Chandran untuk provide belt for CSO & Cabin Crew (by verbal), untuk all cabin crew, di Indo belum pernah ada yang minta, ini untuk menyeragamkan karena ada yang pake dan ada yang tidak, permintaan 894 dan custom (tp tidak ada logo), harga terendah di Lea Kraft (vendor existing) - CSO 19 MYR, Belt 28 MYR

Permintaan :
- CSO Belt : 222 pcs
- Steward Belt : 670 pcs

Follow Up :
1. Nego to low price";"MASIH DI HOLD PEMBAHASAN KOMITENYA (KOMITE DI TGL 2 FEB 2026)

1. Sudah dinego :
- Harga komite : 27.50 MYR
- Disc : 2.50 MYR
- Harga setelah nego : 25.00

Nama File : ""04 OD Komite - EPR-2512-00030 BELT CSO & CREW 2026 (Komite 02Feb26)""";PENGAJUAN BARU;CONFIRMED;
323;2026-01-28;JT;EPR/2601/00230;;PAYUNG LION GROUP TAHAP 6 (550 PCS) ; RP 60.000 (TOKO EVELYN SHOP) (500 pcs) ;2025;MENGINGAT SAAT INI CURAH HUJAN MASIH DALAM KATEGORI TINGGI DI BEBERAPA DAERAH DAN KONDISI ANGIN YANG KENCANG, SERTA SISA STOCK DI GUDANG BANDARA MAS YANG SUDAH MENIPIS, OLEH KARENA ITU SAAT INI MEMBUTUHKAN KEMBALI STOCK PAYUNG UNTUK MENGANTISIPASI PERGANTIAN KARENA RUSAK. URGENT KARENA MUSIM HUJAN, PENGGUNAAN UNTUK BANDARA ALL DISTRIK;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00230;FENNY;2 vendor : PT Bolia Mitra Utama, Toko Evelin Shop;"Condition : permintaan payung golf warna orange dengan logo LAG (tulisan inventaris bandara), permintaan 550 unit dengan gagang double fiber, stock saat ini 93 pcs ada di BMS, kalau rusak baru diganti, untuk di Bandara juga, average 6 bulan kerusakannya biasanya dan kalau barang rusak itu sudah dikirimkan foto rusaknya, harga termurah di Evelyn Shop (harga 60 same as previous price)

Follow Up :
1. Akan diminta Ci Yenny ke tiap distrik untuk data rekap history rusak biasanya berapa lama
2. Cek Evelyn Shop";"1. Terdapat rekapnya di halaman kedua pdf atau di excel ""07 JT Komite - Summary EPR-2601-00230 Payung Golf Oren 550 Pcs (Komite 28Jan26)""
2. Sudah cek ke Evelyn Shop dan harga sudah dinego kembali namun vendor info sudah harga terbaik dan nett (sama dengan harga pembelian sebelumnya) dan saat ini sudah pengajuan tahap terakhir ke-5 sisa 550 pcs

Nama file ""07 JT Komite - Summary EPR-2601-00230 Payung Golf Oren 550 Pcs (Komite 28Jan26)""";TAHAP 6;CONFIRMED;
324;2026-01-28;JT;EPR/2512/00284;;Q-LINE / TIANG ANTRIAN PROJECT BOOK CABIN (540 UNIT); RP 500.000 (PT. BUMI MATARITAMA) (201 unit) ;2025;TIANG ANTRIAN DITEMPATKAN DI AREA CHECK IN COUNTER BANDARA dengan total 540 unit (detail di eproc);https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2512/00284;FENNY;3 vendor : Alphacipta Computindo, Beni Hary Sinuraya, PT Bumi Mataritama;"Condition : untuk di JT, permintaan 540 unit dengan spec tiang terbuat dari stainless steel dengan kaki pemberat yang kuat warna biru navy/biru tua, pengadaan q-line/tiang antrian tahap 2 (tahap 1 sudah order 702 unit/bertahap ada 16 PO), merupakan permintaan baru untuk additional di station yang belum, harga sebelumnya 500 dan sekarang di PT Bumi 500 (vendor termurah)

Follow Up :
1. Pastiin ke PIC nya replacement atau ga?
2. Check pemakaian yang lama berapa lama";"1. Jawaban dari User (Pak Wildan) untuk Q-line di distrik sebelumnya tidak ada, sebelumnya menggunakan q-line milik pengelola bandara / Angkasa Pura
2. Pembelian Tahap 1 total 702 Unit datang bertahap, PO Maret 2025, diterima Bulan juli dan Agustus. Permintaan di tahap 1, barang masih ok dan terpakai sampai saat ini (16 Feb 2026)

Harga masih sama dengan pembelian sebelumnya

Nama file : ""08 JT Komite - Summary EPR-2512-00284 QLine (Komite 28Jan26)""";TAHAP 2;CONFIRMED;
